SourcePath,SourceGuid,DependencyPath,DependencyGuid,Relation,Ownership
"Assets/Resources/Prefab/UI/EquipmentShopCell.prefab","9e7d0449ef5c0f44b88f3bce81e96577","Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile.shader","fe393ace9b354375a9cb14cdbbc28be4","Transitive","ClientPresentation",
"Assets/Resources/Prefab/UI/EquipmentShopCell.prefab","9e7d0449ef5c0f44b88f3bce81e96577","Packages/com.unity.textmeshpro/Editor Resources/Gizmos/TMP - Font Asset Icon.psd","ee148e281f3c41c5b4ff5f8a5afe5a6c","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/EquipmentShopCell.prefab","9e7d0449ef5c0f44b88f3bce81e96577","Packages/com.unity.textmeshpro/Editor Resources/Gizmos/TMP - Text Component Icon.psd","2fd6421f253b4ef1a19526541f9ffc0c","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/EquipmentShopCell.prefab","9e7d0449ef5c0f44b88f3bce81e96577","Packages/com.unity.textmeshpro/Scripts/Runtime/TMP_FontAsset.cs","71c1514a6bd24e1e882cebbe1904ce04","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/EquipmentShopCell.prefab","9e7d0449ef5c0f44b88f3bce81e96577","Packages/com.unity.textmeshpro/Scripts/Runtime/TextMeshProUGUI.cs","f4688fdb7df04437aeb418b961361dc5","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/EquipmentShopCell.prefab","9e7d0449ef5c0f44b88f3bce81e96577","Packages/com.unity.ugui/Runtime/UI/Core/Button.cs","4e29b1a8efbd4b44bb3f3716e73f07ff","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/EquipmentShopCell.prefab","9e7d0449ef5c0f44b88f3bce81e96577","Packages/com.unity.ugui/Runtime/UI/Core/Image.cs","fe87c0e1cc204ed48ad3b37840f39efc","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/Ability/Aatrox/AatroxE.png","237800e8fddf3e54bb1bf43e3e96ff5b","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/Ability/Aatrox/AatroxQ1.png","e894b675c21081c48870a9a7933c7439","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/Ability/Aatrox/AatroxR.png","530bdb7b178dc224e98d3a27461805f2","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/Ability/Aatrox/AatroxW.png","804f3e1b015d3c445af822036f4058ba","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/Ability/Aatrox/Aatrox_Passive.png","35a40a65df8df004eb47015ccda2a0c2","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/Buff/Line.png","949653ffb178cfc47922f9ad258f4817","Transitive","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/Hero/Aatrox.png","05cc6a8fbb52ed246b0f3b4720325ef1","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/全能吸血.png","6a9efdc0adf23c0498fc8c2ee1138b0d","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/固定法术穿透和百分比法术穿透.png","14e7c326c9c01de4c82a6a1f7f6bd5ad","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/固定物理穿透和百分比物理穿透.png","46e35f47ae934ea4587ba6502f55c460","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/技能升级图标.jpg","5865398bb8a097446b6206f760b9dc07","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/技能急速图标.jpg","c6d3034b17922d24abdf23161caf3e24","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/攻击力图标.jpg","527f2c84fd456354e9210993b2c12bf6","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/攻击距离.png","057fbaa7e8bfa64488f761f83357d368","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/攻速图标.jpg","b0be904057004404186a885b687398c8","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/暴击率图标.jpg","56e01705cbfa9fe449b4130a2b4f25d2","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/治疗与护盾强度.png","b8b5218ffb7747346b01f009fa4477ad","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/法强图标.jpg","d097ae3c74b6fd846881459eb176a5b6","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/法防图标.jpg","795fd4fb656f1014ea9f255d7b243822","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/物防图标.jpg","d7f27d808d003e343ad59a08fdd5cef1","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/生命值和施法资源的自然回复.png","e0c16ec4de9fdd94b98414b9cada3451","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/生命窃取.png","089152850703a344a8957a5c818f907e","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/移速图标.jpg","07e1bdd060eb3f34eac9010901a5c991","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/空槽位.png","0bf253963fd01f64785838cc35423a5c","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/补刀数图标.png","3dab0bc5f1aa9ea4084233a5ebd8d334","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Art/Icon/UI/韧性.png","607c079e98ee7b74e82740bdaab04a6e","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Resources/MiniMap.renderTexture","5c8eb660ca333594ba8244241934c731","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Resources/Prefab/UI/BuffCell.prefab","1595ba941c4166642ad4be01079c4b34","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Scripts/Bootstrap/MinimapController.cs","6338715031770634cbf228a8578557ea","Direct","EditorOrCode",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Scripts/Bootstrap/UI/UIPage.cs","0d6e0199e1a9f6a46a8a916152cc9991","Direct","EditorOrCode",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Scripts/Bootstrap/UI/UIPageOpenButton.cs","51c3d7ff7eeef2d4a8cd15566db4e5f5","Direct","EditorOrCode",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Scripts/Bootstrap/UI/UIPanel.cs","c05ecf9860c11904d965ae18fb2ced36","Direct","EditorOrCode",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Scripts/LuaBridge/UI/UICell.cs","4e227981d5ada464abba4d883c719dee","Transitive","EditorOrCode",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/Scripts/LuaBridge/UI/UIList.cs","9cecfe79fa8cc9549a59fbc7b55338a5","Direct","EditorOrCode",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/TextMesh Pro/Fonts/LiberationSans.ttf","e3265ab4bf004d28a9537516768c1c75","Transitive","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF - Fallback.asset","2e498d1c8094910479dc3e1b768306a4","Transitive","Unclassified",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF.asset","8f586378b4e144a9851e7b34d9b748ee","Direct","Unclassified",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile.shader","fe393ace9b354375a9cb14cdbbc28be4","Transitive","ClientPresentation",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Packages/com.unity.textmeshpro/Editor Resources/Gizmos/TMP - Font Asset Icon.psd","ee148e281f3c41c5b4ff5f8a5afe5a6c","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Packages/com.unity.textmeshpro/Editor Resources/Gizmos/TMP - Text Component Icon.psd","2fd6421f253b4ef1a19526541f9ffc0c","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Packages/com.unity.textmeshpro/Scripts/Runtime/TMP_FontAsset.cs","71c1514a6bd24e1e882cebbe1904ce04","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Packages/com.unity.textmeshpro/Scripts/Runtime/TextMeshProUGUI.cs","f4688fdb7df04437aeb418b961361dc5","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Packages/com.unity.ugui/Runtime/UI/Core/Button.cs","4e29b1a8efbd4b44bb3f3716e73f07ff","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Packages/com.unity.ugui/Runtime/UI/Core/Image.cs","fe87c0e1cc204ed48ad3b37840f39efc","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Packages/com.unity.ugui/Runtime/UI/Core/Layout/GridLayoutGroup.cs","8a8695521f0d02e499659fee002a26c2","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Packages/com.unity.ugui/Runtime/UI/Core/Mask.cs","31a19414c41e5ae4aae2af33fee712f6","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Packages/com.unity.ugui/Runtime/UI/Core/RawImage.cs","1344c3c82d62a2a41a3576d8abb8e3ea","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/GameplayHUD.prefab","b637d479f68badc489446b271d694dfa","Packages/com.unity.ugui/Runtime/UI/Core/Slider.cs","67db9e8f0e2ae9c40bc1e2b64352a6b4","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/HeroSelectCell.prefab","3d6683edf94b12341b13f96fd06042e9","Assets/Scripts/LuaBridge/UI/UICell.cs","4e227981d5ada464abba4d883c719dee","Direct","EditorOrCode",
"Assets/Resources/Prefab/UI/HeroSelectCell.prefab","3d6683edf94b12341b13f96fd06042e9","Assets/TextMesh Pro/Fonts/LiberationSans.ttf","e3265ab4bf004d28a9537516768c1c75","Transitive","ClientPresentation",
"Assets/Resources/Prefab/UI/HeroSelectCell.prefab","3d6683edf94b12341b13f96fd06042e9","Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF - Fallback.asset","2e498d1c8094910479dc3e1b768306a4","Transitive","Unclassified",
"Assets/Resources/Prefab/UI/HeroSelectCell.prefab","3d6683edf94b12341b13f96fd06042e9","Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF.asset","8f586378b4e144a9851e7b34d9b748ee","Direct","Unclassified",
"Assets/Resources/Prefab/UI/HeroSelectCell.prefab","3d6683edf94b12341b13f96fd06042e9","Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile.shader","fe393ace9b354375a9cb14cdbbc28be4","Transitive","ClientPresentation",
"Assets/Resources/Prefab/UI/HeroSelectCell.prefab","3d6683edf94b12341b13f96fd06042e9","Packages/com.unity.textmeshpro/Editor Resources/Gizmos/TMP - Font Asset Icon.psd","ee148e281f3c41c5b4ff5f8a5afe5a6c","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/HeroSelectCell.prefab","3d6683edf94b12341b13f96fd06042e9","Packages/com.unity.textmeshpro/Editor Resources/Gizmos/TMP - Text Component Icon.psd","2fd6421f253b4ef1a19526541f9ffc0c","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/HeroSelectCell.prefab","3d6683edf94b12341b13f96fd06042e9","Packages/com.unity.textmeshpro/Scripts/Runtime/TMP_FontAsset.cs","71c1514a6bd24e1e882cebbe1904ce04","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/HeroSelectCell.prefab","3d6683edf94b12341b13f96fd06042e9","Packages/com.unity.textmeshpro/Scripts/Runtime/TextMeshProUGUI.cs","f4688fdb7df04437aeb418b961361dc5","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/HeroSelectCell.prefab","3d6683edf94b12341b13f96fd06042e9","Packages/com.unity.ugui/Runtime/UI/Core/Button.cs","4e29b1a8efbd4b44bb3f3716e73f07ff","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/HeroSelectCell.prefab","3d6683edf94b12341b13f96fd06042e9","Packages/com.unity.ugui/Runtime/UI/Core/Image.cs","fe87c0e1cc204ed48ad3b37840f39efc","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/LoadingPanel.prefab","1287340434f773848bf6401e52eec82a","Assets/Art/Background/加载页面背景图.jpg","4311bbeaf94e7b84b9261f2a78aca129","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/LoadingPanel.prefab","1287340434f773848bf6401e52eec82a","Assets/Scripts/Bootstrap/UI/UIPage.cs","0d6e0199e1a9f6a46a8a916152cc9991","Direct","EditorOrCode",
"Assets/Resources/Prefab/UI/LoadingPanel.prefab","1287340434f773848bf6401e52eec82a","Assets/Scripts/Bootstrap/UI/UIPanel.cs","c05ecf9860c11904d965ae18fb2ced36","Direct","EditorOrCode",
"Assets/Resources/Prefab/UI/LoadingPanel.prefab","1287340434f773848bf6401e52eec82a","Assets/TextMesh Pro/Fonts/LiberationSans.ttf","e3265ab4bf004d28a9537516768c1c75","Transitive","ClientPresentation",
"Assets/Resources/Prefab/UI/LoadingPanel.prefab","1287340434f773848bf6401e52eec82a","Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF - Fallback.asset","2e498d1c8094910479dc3e1b768306a4","Transitive","Unclassified",
"Assets/Resources/Prefab/UI/LoadingPanel.prefab","1287340434f773848bf6401e52eec82a","Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF.asset","8f586378b4e144a9851e7b34d9b748ee","Direct","Unclassified",
"Assets/Resources/Prefab/UI/LoadingPanel.prefab","1287340434f773848bf6401e52eec82a","Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile.shader","fe393ace9b354375a9cb14cdbbc28be4","Transitive","ClientPresentation",
"Assets/Resources/Prefab/UI/LoadingPanel.prefab","1287340434f773848bf6401e52eec82a","Packages/com.unity.textmeshpro/Editor Resources/Gizmos/TMP - Font Asset Icon.psd","ee148e281f3c41c5b4ff5f8a5afe5a6c","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/LoadingPanel.prefab","1287340434f773848bf6401e52eec82a","Packages/com.unity.textmeshpro/Editor Resources/Gizmos/TMP - Text Component Icon.psd","2fd6421f253b4ef1a19526541f9ffc0c","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/LoadingPanel.prefab","1287340434f773848bf6401e52eec82a","Packages/com.unity.textmeshpro/Scripts/Runtime/TMP_FontAsset.cs","71c1514a6bd24e1e882cebbe1904ce04","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/LoadingPanel.prefab","1287340434f773848bf6401e52eec82a","Packages/com.unity.textmeshpro/Scripts/Runtime/TextMeshProUGUI.cs","f4688fdb7df04437aeb418b961361dc5","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/LoadingPanel.prefab","1287340434f773848bf6401e52eec82a","Packages/com.unity.ugui/Runtime/UI/Core/Image.cs","fe87c0e1cc204ed48ad3b37840f39efc","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/LoadingPanel.prefab","1287340434f773848bf6401e52eec82a","Packages/com.unity.ugui/Runtime/UI/Core/Slider.cs","67db9e8f0e2ae9c40bc1e2b64352a6b4","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/MainPanel.prefab","1319619673170934ab3268ef9a7a05f0","Assets/Scripts/Bootstrap/UI/UIPage.cs","0d6e0199e1a9f6a46a8a916152cc9991","Direct","EditorOrCode",
"Assets/Resources/Prefab/UI/MainPanel.prefab","1319619673170934ab3268ef9a7a05f0","Assets/Scripts/Bootstrap/UI/UIPanel.cs","c05ecf9860c11904d965ae18fb2ced36","Direct","EditorOrCode",
"Assets/Resources/Prefab/UI/MainPanel.prefab","1319619673170934ab3268ef9a7a05f0","Assets/TextMesh Pro/Fonts/LiberationSans.ttf","e3265ab4bf004d28a9537516768c1c75","Transitive","ClientPresentation",
"Assets/Resources/Prefab/UI/MainPanel.prefab","1319619673170934ab3268ef9a7a05f0","Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF - Fallback.asset","2e498d1c8094910479dc3e1b768306a4","Transitive","Unclassified",
"Assets/Resources/Prefab/UI/MainPanel.prefab","1319619673170934ab3268ef9a7a05f0","Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF.asset","8f586378b4e144a9851e7b34d9b748ee","Direct","Unclassified",
"Assets/Resources/Prefab/UI/MainPanel.prefab","1319619673170934ab3268ef9a7a05f0","Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile.shader","fe393ace9b354375a9cb14cdbbc28be4","Transitive","ClientPresentation",
"Assets/Resources/Prefab/UI/MainPanel.prefab","1319619673170934ab3268ef9a7a05f0","Packages/com.unity.textmeshpro/Editor Resources/Gizmos/TMP - Font Asset Icon.psd","ee148e281f3c41c5b4ff5f8a5afe5a6c","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/MainPanel.prefab","1319619673170934ab3268ef9a7a05f0","Packages/com.unity.textmeshpro/Editor Resources/Gizmos/TMP - Text Component Icon.psd","2fd6421f253b4ef1a19526541f9ffc0c","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/MainPanel.prefab","1319619673170934ab3268ef9a7a05f0","Packages/com.unity.textmeshpro/Scripts/Runtime/TMP_FontAsset.cs","71c1514a6bd24e1e882cebbe1904ce04","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/MainPanel.prefab","1319619673170934ab3268ef9a7a05f0","Packages/com.unity.textmeshpro/Scripts/Runtime/TextMeshProUGUI.cs","f4688fdb7df04437aeb418b961361dc5","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/MainPanel.prefab","1319619673170934ab3268ef9a7a05f0","Packages/com.unity.ugui/Runtime/UI/Core/Button.cs","4e29b1a8efbd4b44bb3f3716e73f07ff","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/MainPanel.prefab","1319619673170934ab3268ef9a7a05f0","Packages/com.unity.ugui/Runtime/UI/Core/Image.cs","fe87c0e1cc204ed48ad3b37840f39efc","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/MatchPanel.prefab","bb54c64933efdf945bfe559b3d3cc274","Assets/Scripts/Bootstrap/UI/UIPage.cs","0d6e0199e1a9f6a46a8a916152cc9991","Direct","EditorOrCode",
"Assets/Resources/Prefab/UI/MatchPanel.prefab","bb54c64933efdf945bfe559b3d3cc274","Assets/Scripts/Bootstrap/UI/UIPanel.cs","c05ecf9860c11904d965ae18fb2ced36","Direct","EditorOrCode",
"Assets/Resources/Prefab/UI/MatchPanel.prefab","bb54c64933efdf945bfe559b3d3cc274","Assets/TextMesh Pro/Fonts/LiberationSans.ttf","e3265ab4bf004d28a9537516768c1c75","Transitive","ClientPresentation",
"Assets/Resources/Prefab/UI/MatchPanel.prefab","bb54c64933efdf945bfe559b3d3cc274","Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF - Fallback.asset","2e498d1c8094910479dc3e1b768306a4","Transitive","Unclassified",
"Assets/Resources/Prefab/UI/MatchPanel.prefab","bb54c64933efdf945bfe559b3d3cc274","Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF.asset","8f586378b4e144a9851e7b34d9b748ee","Direct","Unclassified",
"Assets/Resources/Prefab/UI/MatchPanel.prefab","bb54c64933efdf945bfe559b3d3cc274","Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile.shader","fe393ace9b354375a9cb14cdbbc28be4","Transitive","ClientPresentation",
"Assets/Resources/Prefab/UI/MatchPanel.prefab","bb54c64933efdf945bfe559b3d3cc274","Packages/com.unity.textmeshpro/Editor Resources/Gizmos/TMP - Font Asset Icon.psd","ee148e281f3c41c5b4ff5f8a5afe5a6c","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/MatchPanel.prefab","bb54c64933efdf945bfe559b3d3cc274","Packages/com.unity.textmeshpro/Editor Resources/Gizmos/TMP - Text Component Icon.psd","2fd6421f253b4ef1a19526541f9ffc0c","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/MatchPanel.prefab","bb54c64933efdf945bfe559b3d3cc274","Packages/com.unity.textmeshpro/Scripts/Runtime/TMP_FontAsset.cs","71c1514a6bd24e1e882cebbe1904ce04","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/MatchPanel.prefab","bb54c64933efdf945bfe559b3d3cc274","Packages/com.unity.textmeshpro/Scripts/Runtime/TextMeshProUGUI.cs","f4688fdb7df04437aeb418b961361dc5","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/MatchPanel.prefab","bb54c64933efdf945bfe559b3d3cc274","Packages/com.unity.ugui/Runtime/UI/Core/Button.cs","4e29b1a8efbd4b44bb3f3716e73f07ff","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/MatchPanel.prefab","bb54c64933efdf945bfe559b3d3cc274","Packages/com.unity.ugui/Runtime/UI/Core/Image.cs","fe87c0e1cc204ed48ad3b37840f39efc","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/ResultPanel.prefab","6000fd8d8ec9a4b4ea1604e4a30254ec","Assets/Art/Icon/UI/失败图标.png","2ef5e00e9782d084d8810c3aa00cf025","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/ResultPanel.prefab","6000fd8d8ec9a4b4ea1604e4a30254ec","Assets/Art/Icon/UI/胜利图标.png","b6403d0fd42a7a94483b2f09042b10cb","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/ResultPanel.prefab","6000fd8d8ec9a4b4ea1604e4a30254ec","Assets/Scripts/Bootstrap/UI/UIPage.cs","0d6e0199e1a9f6a46a8a916152cc9991","Direct","EditorOrCode",
"Assets/Resources/Prefab/UI/ResultPanel.prefab","6000fd8d8ec9a4b4ea1604e4a30254ec","Assets/Scripts/Bootstrap/UI/UIPanel.cs","c05ecf9860c11904d965ae18fb2ced36","Direct","EditorOrCode",
"Assets/Resources/Prefab/UI/ResultPanel.prefab","6000fd8d8ec9a4b4ea1604e4a30254ec","Assets/TextMesh Pro/Fonts/LiberationSans.ttf","e3265ab4bf004d28a9537516768c1c75","Transitive","ClientPresentation",
"Assets/Resources/Prefab/UI/ResultPanel.prefab","6000fd8d8ec9a4b4ea1604e4a30254ec","Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF - Fallback.asset","2e498d1c8094910479dc3e1b768306a4","Transitive","Unclassified",
"Assets/Resources/Prefab/UI/ResultPanel.prefab","6000fd8d8ec9a4b4ea1604e4a30254ec","Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF.asset","8f586378b4e144a9851e7b34d9b748ee","Direct","Unclassified",
"Assets/Resources/Prefab/UI/ResultPanel.prefab","6000fd8d8ec9a4b4ea1604e4a30254ec","Assets/TextMesh Pro/Shaders/TMP_SDF-Mobile.shader","fe393ace9b354375a9cb14cdbbc28be4","Transitive","ClientPresentation",
"Assets/Resources/Prefab/UI/ResultPanel.prefab","6000fd8d8ec9a4b4ea1604e4a30254ec","Packages/com.unity.textmeshpro/Editor Resources/Gizmos/TMP - Font Asset Icon.psd","ee148e281f3c41c5b4ff5f8a5afe5a6c","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/ResultPanel.prefab","6000fd8d8ec9a4b4ea1604e4a30254ec","Packages/com.unity.textmeshpro/Editor Resources/Gizmos/TMP - Text Component Icon.psd","2fd6421f253b4ef1a19526541f9ffc0c","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/ResultPanel.prefab","6000fd8d8ec9a4b4ea1604e4a30254ec","Packages/com.unity.textmeshpro/Scripts/Runtime/TMP_FontAsset.cs","71c1514a6bd24e1e882cebbe1904ce04","Transitive","ThirdParty",
"Assets/Resources/Prefab/UI/ResultPanel.prefab","6000fd8d8ec9a4b4ea1604e4a30254ec","Packages/com.unity.textmeshpro/Scripts/Runtime/TextMeshProUGUI.cs","f4688fdb7df04437aeb418b961361dc5","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/ResultPanel.prefab","6000fd8d8ec9a4b4ea1604e4a30254ec","Packages/com.unity.ugui/Runtime/UI/Core/Button.cs","4e29b1a8efbd4b44bb3f3716e73f07ff","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/ResultPanel.prefab","6000fd8d8ec9a4b4ea1604e4a30254ec","Packages/com.unity.ugui/Runtime/UI/Core/Image.cs","fe87c0e1cc204ed48ad3b37840f39efc","Direct","ThirdParty",
"Assets/Resources/Prefab/UI/SelectPanel.prefab","f136c6eca688bbb47b2352f8cd9aa46c","Assets/Art/Background/选英雄界面背景图.jpg","6412ab6e53ff465479bc71e42b92f8db","Direct","ClientPresentation",
"Assets/Resources/Prefab/UI/SelectPanel.prefab","f136c6eca688bbb47b2352f8cd9aa46c","Assets/Resources/Prefab/UI/HeroSelectCell.prefab","3d6683edf94b12341b13f96fd06042e9","Direct","ClientPresentation",
